Departamento,Municipio,Empresa,Variable Calculada,Estrato 1,Estrato 2,Estrato 3,Estrato 4,Estrato 5,Estrato 6,Total Residencial,Industrial,Comercial,Oficial,Otros,Total No Residencial
ANTIOQUIA,ABEJORRAL,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,514757002.85,688306690.21,68013511.31,17646042.53,2071867.18,ND,1973708307,81331133.13,53712361.29,31178212.22,1910956.36,1032159332.39
ANTIOQUIA,ABEJORRAL,ENERTOTAL S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,37598908
ANTIOQUIA,ABRIAQUI,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,35459162.04,67447631.83,12678129.86,ND,ND,664694.33,196071975,21973875.25,40308618.06,3090711.83,25871481.03,428280537.31
ANTIOQUIA,ALEJANDRIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,73516505.82,96511574.39,32311748.8,3042981.32,ND,187539.21,568771329,5287520.89,799466.98,9668477.43,31771393.65,332369402.29
ANTIOQUIA,AMAGA,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,243336719,ND,ND,ND,267430220
ANTIOQUIA,AMAGA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,1296786982.21,768826463.7,239051852.12,140505296.77,141136723.03,63747110.91,4004311871,6980603210.89,293461796.67,42795337.28,114984844.67,20061526271.48
ANTIOQUIA,AMAGA,VATIA S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,157769451,ND,ND,ND,331124630
ANTIOQUIA,AMALFI,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,443198623.65,300524796.32,99294514.6,5751930.76,15198080.05,11985559.61,2830640969,240622975.34,13118508.99,38231299.74,131893792.68,1753477008.19
ANTIOQUIA,ANDES,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,317228312.82,2044799537.82,344658367.87,45302103.54,3611430.3,ND,4666963599,436716384.6,245943564.11,153937562.46,210754669.1,4952187553.7
ANTIOQUIA,ANDES,ENERTOTAL S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,87059929,86961908
