Departamento,Municipio,Empresa,Variable Calculada,Estrato 1,Estrato 2,Estrato 3,Estrato 4,Estrato 5,Estrato 6,Total Residencial,Industrial,Comercial,Oficial,Otros,Total No Residencial
ANTIOQUIA,ABEJORRAL,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,767195142.55,1539392985.28,179849670.98,18072117.97,2071867.18,ND,1973708307,123362646.97,382931424.42,145239416.99,113684592.01,1032159332.39
ANTIOQUIA,ABEJORRAL,ENERTOTAL S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,30583002,ND,ND,37598908
ANTIOQUIA,ABRIAQUI,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,44914390.86,143381966.28,28813972.84,ND,ND,664694.33,196071975,27509989.89,74343404.38,16626057.54,25871481.03,428280537.31
ANTIOQUIA,ALEJANDRIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,97194756.8,348731763.07,100809647.66,3153083.93,ND,187539.21,568771329,15788133.92,150785446.12,30132527.2,35689548.42,332369402.29
ANTIOQUIA,AMAGA,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,243336719,ND,ND,ND,267430220
ANTIOQUIA,AMAGA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,1525920739.19,2469664097.22,442223268.86,145268831.87,141136723.03,63747110.91,4004311871,6993539474.05,1188285369.96,144141966.53,521824815.83,20061526271.48
ANTIOQUIA,AMAGA,VATIA S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,328749160,ND,ND,ND,331124630
ANTIOQUIA,AMALFI,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,820402728.09,997699242.25,844771335.73,10055334.26,15825508.26,11985559.61,2830640969,375449663.46,551565648.54,220565804.76,158055342.37,1753477008.19
ANTIOQUIA,ANDES,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,1009667769.05,3655636207.1,854306067.31,67957730.89,3611430.3,ND,4666963599,632679579.81,2109528033.42,370553336.99,244409062.99,4952187553.7
ANTIOQUIA,ANDES,ENERTOTAL S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,87059929,86961908
ANTIOQUIA,ANGELOPOLIS,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,307471602.3,434286203.46,97556534.85,7385611.12,204906.92,ND,693643366,1044436502.24,143441681.49,35538613.86,50885802.5,1824577200.62
ANTIOQUIA,ANGOSTURA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,717227650.3,663711990.32,184871528.81,5224559.19,ND,ND,1784573427,107209818.75,190470952.65,77019146.17,48906905.31,636055980.09
ANTIOQUIA,ANORI,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,466376055.78,678601872.72,228354847.96,2995068.07,0,ND,2204968553,221556402.48,420039406.16,122863594.33,59297285.54,1875511351.13
ANTIOQUIA,ANZA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,303515537.17,404395220.46,132688588.9,4711756.84,1734330.93,56785.29,779822463,22838775.02,130243984.69,54070320.54,54482716.4,352506517.2
ANTIOQUIA,APARTADO,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,15474801,ND,ND,15590895
ANTIOQUIA,APARTADO,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,414547331.99,ND,ND,497456773
ANTIOQUIA,APARTADO,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,10539858086.01,8015740374.16,5662161946.46,1625022220.84,4377586.79,ND,28479994526,5045943262.57,13340390224.18,2084189609.88,1572534744.68,32541470878.68
ANTIOQUIA,APARTADO,ENERTOTAL S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,394926637,425928600,324559933,237989724,3305369402
ANTIOQUIA,APARTADO,PROFESIONALES EN ENERGÍA S.A E.S.P,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,60248015,ND,ND,72297540
ANTIOQUIA,APARTADO,VATIA S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,38829308,ND,136873111,183927690
ANTIOQUIA,ARBOLETES,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,2285052397.6,1226850797.05,291380683.5,39340590.39,6305763.37,2249218.48,4504538713,74805749.67,765865974.19,247408990.59,389227362.73,2314447410.96
ANTIOQUIA,ARBOLETES,ENERTOTAL S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,36493238,ND,ND,62872029
ANTIOQUIA,ARGELIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,298249535.94,351375084.55,16884857.71,0,ND,ND,662538085,21942644.88,101961732.43,42710547.13,40115914.32,273323339.16
ANTIOQUIA,ARMENIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,59118591.01,418106912.62,114623628.11,24504953.27,2224407.34,1005251.54,520232476,43005227.78,73670721.49,22245278.4,47998370.1,248552180.58
ANTIOQUIA,BARBOSA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,1161776584.03,6100866848.15,1380583583.74,414447533.4,223971161.45,220211849.3,8971299235,5978877084.81,2649816450.68,1077066831.27,1436383971.01,13737842861.92
ANTIOQUIA,BARBOSA,ISAGEN S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,25355657852,ND,ND,ND,25355657852
ANTIOQUIA,BELLO,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,13050632,166255134,ND,ND,220565600
ANTIOQUIA,BELLO,EMGESA S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,549396539,ND,ND,659659400
ANTIOQUIA,BELLO,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,19065102321.92,29683092803.64,33814554154.93,7101732837.55,77820127.95,23179322.74,84545008546,19269920307.16,31562488661.57,2967772352.94,7092817818.18,81941961950.92
ANTIOQUIA,BELLO,ENERTOTAL S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,67236500.95,ND,ND,ND,177994050,116607751,707457428,ND,83561029,1036090791
ANTIOQUIA,BELLO,ISAGEN S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,504774474,ND,ND,ND,604854242
ANTIOQUIA,BELLO,PROFESIONALES EN ENERGÍA S.A E.S.P,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,71438773,ND,ND,86581293
ANTIOQUIA,BELLO,TERPEL ENERGIA S.A.S E.S.P,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,32438679,ND,ND,86466559
ANTIOQUIA,BELLO,VATIA S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,546135550,2324699511,ND,ND,3776608530
ANTIOQUIA,BELMIRA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,159810667.84,793582174.52,317578488.2,64108335.24,1452735.95,280024.26,1401484589,434281332.13,337440730.39,47794603.11,37349905.76,1214636575.71
ANTIOQUIA,BETANIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,130882673.98,835651709.44,217982247.31,9252125.73,ND,1146867.24,1032213785,160970096.92,255687995.27,46342189.27,42461173.21,708679100.13
ANTIOQUIA,BETULIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,1036098942.52,648190304.39,287919131.21,83897936.76,449873.97,11943762.53,1733440485,176848686.22,368019554.42,93427264.29,52581096.44,930388812.99
ANTIOQUIA,BETULIA,ENERTOTAL S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,28082859,ND,ND,38281946
ANTIOQUIA,BRICENO,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,222367752.61,336855824.67,117105026.08,3826823.59,1547224.93,ND,748020758,47388136.59,166936224.77,45914212.43,50458104.73,406362017.61
ANTIOQUIA,BURITICA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,298829888,554322657.22,59569937.17,3275523.23,67494.13,ND,901101375,3874705829.37,164860140.34,60859158.95,29739887.4,6060354856.41
ANTIOQUIA,CACERES,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,2626963792.29,532924435.95,108986110.06,27451340.45,8442826.11,609452.66,4069610841,182918178.67,518419038.16,633191500.53,234987623.91,13813997458.23
ANTIOQUIA,CAICEDO,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,290272542.49,383591762.29,58361929.27,ND,ND,ND,551317834,17754611.12,95328314.54,46346373.87,15824902.94,232790399.16
ANTIOQUIA,CALDAS,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,1433013161.26,9403549152.86,4233363903.42,189457315.14,39375071.68,9260548.57,13397827423,8546055387.56,4187500404.76,700857202.59,701672273.37,17187386646.6
ANTIOQUIA,CALDAS,ENERTOTAL S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,12853058,28535451,351473377,397606114
ANTIOQUIA,CALDAS,ISAGEN S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,3859310636,ND,ND,ND,3853098006
ANTIOQUIA,CALDAS,PROFESIONALES EN ENERGÍA S.A E.S.P,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,8395232,ND,ND,ND,8602794
ANTIOQUIA,CALDAS,VATIA S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,1369800,0,ND,ND,50644600
ANTIOQUIA,CAMPAMENTO,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,171818355.7,708171835.59,67538809.77,8774476.14,ND,ND,1199176220,198014562.91,145708584.7,65726564.47,23876255.36,824579901.43
ANTIOQUIA,CANASGORDAS,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,481202813.24,1070553867.47,58074638.26,387853.88,ND,ND,1335454203,57143587.91,394024445.08,94651436.07,61888487.59,849940728.34
ANTIOQUIA,CARACOLI,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,242174871.08,404584572.46,27242993.2,905763.4,1012288.16,ND,510922543,48744712.02,119648052.08,64867840.93,30443195.2,438632562.56
ANTIOQUIA,CARACOLI,ENERTOTAL S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,13807253,ND,ND,ND,57000082
ANTIOQUIA,CARAMANTA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,105819419.12,297018796.13,184209926.19,1731930.16,951439.27,3990337.21,473067155,13181416.93,114780543.19,29307290.26,51699498.77,422780052.56
ANTIOQUIA,CAREPA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,3494328945.45,4275807390.86,1030833890.91,35738040.28,ND,0,9151620087,3431737063.93,2628831085.66,1682320229.83,547430418.95,12628940851.55
ANTIOQUIA,CAREPA,VATIA S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,292294685,ND,ND,353354940
ANTIOQUIA,CAROLINA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,120871682.1,485689331.97,47520237.91,36551387.21,8558874.74,6583411.37,536081004,32746243.48,142149862.14,64948503.03,39540882.79,1050719222.19
