Departamento,Municipio,Empresa,Variable Calculada,Estrato 1,Estrato 2,Estrato 3,Estrato 4,Estrato 5,Estrato 6,Total Residencial,Industrial,Comercial,Oficial,Otros,Total No Residencial
ANTIOQUIA,ABEJORRAL,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,tarifa media Empresa Departamento y Municipio,486.47,487.13,487.22,485.43,466.22,ND,486.9,477.06,484.67,486.13,406.1,470.21
ANTIOQUIA,ABEJORRAL,ENERTOTAL S.A. E.S.P.,tarifa media Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,575.02,ND,ND,575.02
ANTIOQUIA,ABRIAQUI,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,tarifa media Empresa Departamento y Municipio,490.82,489.74,490.13,ND,ND,488.75,490.01,453.26,482.86,488.73,395.65,459.62
ANTIOQUIA,ALEJANDRIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,tarifa media Empresa Departamento y Municipio,484.93,486.96,487.68,485.46,ND,482.11,486.72,475.65,483.2,487.23,404.15,469.11
ANTIOQUIA,AMAGA,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,tarifa media Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,332.1,ND,ND,ND,332.1
ANTIOQUIA,AMAGA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,tarifa media Empresa Departamento y Municipio,487.26,490.17,486.53,480.53,481.36,475.47,488.14,321.9,484.1,489.65,414.46,343.82
ANTIOQUIA,AMAGA,VATIA S.A. E.S.P.,tarifa media Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,392.96,ND,ND,ND,392.96
ANTIOQUIA,AMALFI,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,tarifa media Empresa Departamento y Municipio,485.75,487.24,487.54,484.78,485.19,465.53,486.76,420.19,486.72,483.82,409.92,455.21
ANTIOQUIA,ANDES,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,tarifa media Empresa Departamento y Municipio,487.35,486.41,486.26,481.14,479.54,ND,486.49,475.22,466.57,482.98,409.12,465.16
ANTIOQUIA,ANDES,ENERTOTAL S.A. E.S.P.,tarifa media Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,578.7,578.7
ANTIOQUIA,ANGELOPOLIS,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,tarifa media Empresa Departamento y Municipio,489.12,489.71,490.16,489.89,492.56,ND,489.55,436.18,487.87,490.15,399.42,441.18
ANTIOQUIA,ANGOSTURA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,tarifa media Empresa Departamento y Municipio,483.69,483.8,486.27,487.37,ND,ND,484.05,461.67,479.45,481.3,399.68,464.54
ANTIOQUIA,ANORI,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,tarifa media Empresa Departamento y Municipio,485.84,488.32,488.65,484.95,ND,ND,487.52,455.55,468.79,470.3,418.6,461.42
ANTIOQUIA,ANZA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,tarifa media Empresa Departamento y Municipio,484.87,484.77,486.74,478.45,489.79,473.21,485.09,484.5,484.12,482.95,432.05,472.07
ANTIOQUIA,APARTADO,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,tarifa media Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,474.91,ND,ND,474.91
ANTIOQUIA,APARTADO,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,tarifa media Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,311.25,ND,ND,311.25
ANTIOQUIA,APARTADO,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,tarifa media Empresa Departamento y Municipio,488.05,493.03,488.9,487.2,449.63,ND,489.71,382.4,455.26,454.56,419.86,433.67
ANTIOQUIA,APARTADO,ENERTOTAL S.A. E.S.P.,tarifa media Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,538.77,518.44,507.51,555.55,527.52
ANTIOQUIA,APARTADO,PROFESIONALES EN ENERGÍA S.A E.S.P,tarifa media Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,463.06,ND,ND,463.06
ANTIOQUIA,APARTADO,VATIA S.A. E.S.P.,tarifa media Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,450.26,ND,453.52,452.79
ANTIOQUIA,ARBOLETES,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,tarifa media Empresa Departamento y Municipio,485.18,487.6,487.39,482.6,480.48,479.99,486.08,461.36,480.59,486.05,419.79,462.82
ANTIOQUIA,ARBOLETES,ENERTOTAL S.A. E.S.P.,tarifa media Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,549.13,ND,ND,549.13
ANTIOQUIA,ARGELIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,tarifa media Empresa Departamento y Municipio,488.27,487.99,484.22,ND,ND,ND,488.02,489.04,490.16,487.9,409.09,471.46
ANTIOQUIA,ARMENIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,tarifa media Empresa Departamento y Municipio,489.38,487.11,486.72,481.5,480.54,452.82,486.94,461.95,489.67,488.67,400.4,457.08
ANTIOQUIA,BARBOSA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,tarifa media Empresa Departamento y Municipio,484.43,489.34,487.7,483.87,480.27,474.57,487.69,337.86,457.44,402.75,428.9,377.55
ANTIOQUIA,BARBOSA,ISAGEN S.A. E.S.P.,tarifa media Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,291.48,ND,ND,ND,291.48
