Departamento,Municipio,Empresa,Variable Calculada,Estrato 1,Estrato 2,Estrato 3,Estrato 4,Estrato 5,Estrato 6,Total Residencial,Industrial,Comercial,Oficial,Otros,Total No Residencial
ANTIOQUIA,ABEJORRAL,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,354547.95,394203.93,436860,142025.15,ND,ND,388430.25,2001500.66,818952.89,2652586.16,13971704.46,1259673.88
ANTIOQUIA,ABEJORRAL,ENERTOTAL S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,30583002,ND,ND,30583002
ANTIOQUIA,ABRIAQUI,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,255546.72,292055.13,288140.05,ND,ND,ND,287607.38,1845371.55,1097896.33,902356.38,ND,1083800.95
ANTIOQUIA,ALEJANDRIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,275328.5,332305.91,462823.64,36700.87,ND,ND,345890,2625153.26,1027301.23,1364269.98,3918154.77,1113667.45
ANTIOQUIA,AMAGA,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
ANTIOQUIA,AMAGA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,433145.1,450672.4,510480.95,250712.37,ND,ND,452946.26,1078021.93,1491372.62,3619522.47,33903330.93,2171696.99
ANTIOQUIA,AMAGA,VATIA S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,170979709,ND,ND,ND,170979709
ANTIOQUIA,AMALFI,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,350235.94,386674.68,429422.13,391218.5,627428.21,ND,394292.61,5617778.67,1150528.08,3721112.35,6540387.42,1617926.39
ANTIOQUIA,ANDES,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,406838.69,432091.38,491463.55,444227.99,ND,ND,435038.27,5938278.64,1972047.06,5700415.12,2243626.26,2240366.47
ANTIOQUIA,ANDES,ENERTOTAL S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
