Departamento,Municipio,Empresa,Variable Calculada,Estrato 1,Estrato 2,Estrato 3,Estrato 4,Estrato 5,Estrato 6,Total Residencial,Industrial,Comercial,Oficial,Otros,Total No Residencial
ANTIOQUIA,ABEJORRAL,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,265065.4,331075.85,500099.35,653557.13,1035933.59,ND,308360.04,2259198.14,706741.6,384916.2,955478.18,862218.78
ANTIOQUIA,ABEJORRAL,ENERTOTAL S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
ANTIOQUIA,ABRIAQUI,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,190640.66,224078.51,301860.23,ND,ND,664694.33,219338.9,5493468.81,2015430.9,309071.18,25871481.03,2606991.03
ANTIOQUIA,ALEJANDRIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,211254.33,213049.83,319918.3,338109.04,ND,187539.21,225406.09,1321880.22,79946.7,483423.87,15885696.82,1320190.53
ANTIOQUIA,AMAGA,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,243336719,ND,ND,ND,243336719
ANTIOQUIA,AMAGA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,436775.68,473707,827169.04,1142319.49,1306821.51,1722894.89,514673.61,55401612.78,1696310.96,1380494.75,28746211.17,22251033.5
ANTIOQUIA,AMAGA,VATIA S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,157769451,ND,ND,ND,157769451
ANTIOQUIA,AMALFI,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,256036.18,298732.4,365053.36,250083.95,894004.71,998796.63,286165.8,14154292.67,319963.63,637188.33,13189379.27,3311457.63
ANTIOQUIA,ANDES,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,322059.2,370099.46,470844.76,781070.75,902857.58,ND,377272.69,2799464,1242139.21,1811030.15,42150933.82,2358901.31
ANTIOQUIA,ANDES,ENERTOTAL S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,87059929,87059929
ANTIOQUIA,ANGELOPOLIS,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,418509.29,422561.52,439746.01,453723.47,204906.92,ND,421377.95,16245994.75,1846851.76,440713.98,24918983.06,9585919.85
ANTIOQUIA,ANGOSTURA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,316314.47,405096.12,850243.63,1720723.83,ND,ND,359802.74,1848200.6,792376.43,625179.42,1834480.81,1076431.14
ANTIOQUIA,ANORI,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,213091.85,263948.99,282263.35,205595.1,0,ND,230888.65,7640276.55,1055981.99,487531.02,6217343.43,2206953.18
ANTIOQUIA,ANZA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,260847.8,310271.47,627217.93,617631.37,1734330.93,56785.29,294920.98,2573176.22,344018.55,527501.89,10108570.99,1427372.13
