Departamento,Municipio,Empresa,Variable Calculada,Estrato 1,Estrato 2,Estrato 3,Estrato 4,Estrato 5,Estrato 6,Total Residencial,Industrial,Comercial,Oficial,Otros,Total No Residencial
ANTIOQUIA,ABEJORRAL,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,289071.27,363235.72,458800.18,602403.93,1035933.59,ND,342616.43,2164256.96,801111.77,1171285.62,11368459.2,1143823.74
ANTIOQUIA,ABEJORRAL,ENERTOTAL S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,30583002,ND,ND,30583002
ANTIOQUIA,ABRIAQUI,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,201409.82,255582.83,294020.13,ND,ND,664694.33,246630.83,3929998.56,1457713.81,665042.3,25871481.03,1718463.49
ANTIOQUIA,ALEJANDRIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,223951.05,287732.48,404858.02,262756.99,ND,187539.21,288300.2,1973516.74,966573.37,860929.35,11896516.14,1150473.54
ANTIOQUIA,AMAGA,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,243336719,ND,ND,ND,243336719
ANTIOQUIA,AMAGA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,436226.63,457599.43,643701.99,1023019.94,1306821.51,1722894.89,485151.56,50677822.28,1537238.51,2443084.18,32614050.99,8973419.5
ANTIOQUIA,AMAGA,VATIA S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,164374580,ND,ND,ND,164374580
ANTIOQUIA,AMALFI,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,292166.21,355179.51,420702.86,295745.13,879194.9,998796.63,351247.2,9157308.86,1083626.03,2023539.49,11289667.31,1940024.46
ANTIOQUIA,ANDES,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,375760.24,395075.78,482931.64,623465.42,902857.58,ND,404513.04,3347511,1845606.33,3012628.76,12220453.15,2276047.47
ANTIOQUIA,ANDES,ENERTOTAL S.A. E.S.P.,factura promedio Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,87059929,87059929
ANTIOQUIA,ANGELOPOLIS,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,424098.76,430839.49,424158.85,492374.07,204906.92,ND,427945.86,15824795.49,1129462.06,846157.47,16961934.17,5354212.61
ANTIOQUIA,ANGOSTURA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,factura promedio Empresa Departamento y Municipio,323075.52,401276.9,598289.74,1306139.8,ND,ND,375217.51,1817115.57,800298.12,1055056.8,16302301.77,1135675.13
