Departamento,Municipio,Empresa,Variable Calculada,Estrato 1,Estrato 2,Estrato 3,Estrato 4,Estrato 5,Estrato 6,Total Residencial,Industrial,Comercial,Oficial,Otros,Total No Residencial
ANTIOQUIA,ABEJORRAL,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,252438139.7,851086295.07,111836159.67,426075.44,ND,ND,1973708307,42031513.84,329219063.13,114061204.77,111773635.65,1032159332.39
ANTIOQUIA,ABEJORRAL,ENERTOTAL S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,30583002,ND,ND,37598908
ANTIOQUIA,ABRIAQUI,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,9455228.82,75934334.45,16135842.98,ND,ND,ND,196071975,5536114.64,34034786.32,13535345.71,ND,428280537.31
ANTIOQUIA,ALEJANDRIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,23678250.98,252220188.68,68497898.86,110102.61,ND,ND,568771329,10500613.03,149985979.14,20464049.77,3918154.77,332369402.29
ANTIOQUIA,AMAGA,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,267430220
ANTIOQUIA,AMAGA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,229133756.98,1700837633.52,203171416.74,4763535.1,ND,ND,4004311871,12936263.16,894823573.29,101346629.25,406839971.16,20061526271.48
ANTIOQUIA,AMAGA,VATIA S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,170979709,ND,ND,ND,331124630
ANTIOQUIA,AMALFI,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,377204104.44,697174445.93,745476821.13,4303403.5,627428.21,ND,2830640969,134826688.12,538447139.55,182334505.02,26161549.69,1753477008.19
ANTIOQUIA,ANDES,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,692439456.23,1610836669.28,509647699.44,22655627.35,ND,ND,4666963599,195963195.21,1863584469.31,216615774.53,33654393.89,4952187553.7
ANTIOQUIA,ANDES,ENERTOTAL S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,86961908
ANTIOQUIA,ANGELOPOLIS,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,13678081.97,191313330.51,68973044.2,2394652.97,ND,ND,693643366,20938832.91,86189276.87,25402192.31,1047836.39,1824577200.62
ANTIOQUIA,ANGOSTURA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,63405637.04,190154623.55,127905205.9,62387.69,ND,ND,1784573427,14183.67,123911332.71,47010533.93,47072424.5,636055980.09
ANTIOQUIA,ANORI,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,159736888.83,496741015.35,209725467.15,322331.76,ND,ND,2204968553,22909212.07,360904414.97,93124202.23,15775881.53,1875511351.13
ANTIOQUIA,ANZA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,55188428.79,147800712.12,101954910.13,388337.23,ND,ND,779822463,4826541.47,125427725.04,42992780.92,24157003.44,352506517.2
ANTIOQUIA,APARTADO,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,15474801,ND,ND,15590895
ANTIOQUIA,APARTADO,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,414547331.99,ND,ND,497456773
ANTIOQUIA,APARTADO,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,9267670258.14,7665368884.77,5546332993.61,1574939273.58,ND,ND,28479994526,2695005189.37,12052851543.63,1740388741,515357870.55,32541470878.68
ANTIOQUIA,APARTADO,ENERTOTAL S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,8219220,425928600,324559933,237989724,3305369402
ANTIOQUIA,APARTADO,PROFESIONALES EN ENERGÍA S.A E.S.P,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,60248015,ND,ND,72297540
ANTIOQUIA,APARTADO,VATIA S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,38829308,ND,136873111,183927690
ANTIOQUIA,ARBOLETES,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,881535865.88,1080413255.17,259479900.24,14729863.03,ND,ND,4504538713,61068848.12,727634252.16,208004460.96,20173256.1,2314447410.96
ANTIOQUIA,ARBOLETES,ENERTOTAL S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,36493238,ND,ND,62872029
ANTIOQUIA,ARGELIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,191205247.77,210776726.62,9132020.89,0,ND,ND,662538085,21020311.48,101421225.9,20617061.56,5928792.08,273323339.16
ANTIOQUIA,ARMENIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,21957657.01,110342760.23,70631308.22,929562.39,ND,ND,520232476,13421430.84,61182624.54,17900542.05,ND,248552180.58
ANTIOQUIA,BARBOSA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,399525751.67,2730915273.67,726335926.79,11066723.38,ND,5277312.66,8971299235,658902376.16,1595011611.91,424205850.32,624724107.9,13737842861.92
ANTIOQUIA,BARBOSA,ISAGEN S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,25355657852,ND,ND,ND,25355657852
ANTIOQUIA,BELLO,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,13050632,166255134,ND,ND,220565600
ANTIOQUIA,BELLO,EMGESA S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,549396539,ND,ND,659659400
ANTIOQUIA,BELLO,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,16965145009.75,28083510109.17,33431136929.91,6882108131.54,18096489.69,4121704.51,84545008546,18166906698.07,30418086114.19,2514449910.58,7056998304.71,81941961950.92
ANTIOQUIA,BELLO,ENERTOTAL S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,67236500.95,ND,ND,ND,177994050,116607751,707457428,ND,83561029,1036090791
ANTIOQUIA,BELLO,ISAGEN S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,504774474,ND,ND,ND,604854242
ANTIOQUIA,BELLO,PROFESIONALES EN ENERGÍA S.A E.S.P,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,71438773,ND,ND,86581293
ANTIOQUIA,BELLO,TERPEL ENERGIA S.A.S E.S.P,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,32438679,ND,ND,86466559
ANTIOQUIA,BELLO,VATIA S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,546135550,2324699511,ND,ND,3776608530
ANTIOQUIA,BELMIRA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,73498669.95,240447793.06,26214349.97,83206.54,ND,ND,1401484589,38154702.44,118678444.32,35953725.06,3786782.65,1214636575.71
ANTIOQUIA,BETANIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,62309292.88,349772791.12,65240119.12,ND,ND,ND,1032213785,23385089.76,230299446.95,38834939.42,2557270.73,708679100.13
ANTIOQUIA,BETULIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,207898285.41,360085735.79,181875431.12,5085025.56,ND,ND,1733440485,59006249.26,345943112.9,65365725.67,6224288.69,930388812.99
ANTIOQUIA,BETULIA,ENERTOTAL S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,28082859,ND,ND,38281946
ANTIOQUIA,BRICENO,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,21625884.17,190426779.03,97756723.46,258069.16,ND,ND,748020758,17720033.32,140576220.32,28089710.88,11835026.22,406362017.61
ANTIOQUIA,BURITICA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,60424193.57,318194126.84,45260190.6,3198415.92,67494.13,ND,901101375,2833632249.17,129372450.25,32577850.45,ND,6060354856.41
ANTIOQUIA,CACERES,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,2076536446.02,407592102.56,1848548.65,8690559.56,60000,ND,4069610841,173315041.43,495206135.52,182548464.45,234454808.57,13813997458.23
ANTIOQUIA,CAICEDO,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,7055103.34,172450760.9,46712544.73,ND,ND,ND,551317834,17754611.12,93620329.97,34777269.22,ND,232790399.16
ANTIOQUIA,CALDAS,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Total Facturado Empresa Departamento y Municipio,523918602.45,7602795987.66,3948823413.33,27156001.82,5227818.01,407322.16,13397827423,6912365046.49,3754101911.37,491498175.14,695308270.88,17187386646.6
ANTIOQUIA,CALDAS,ENERTOTAL S.A. E.S.P.,Total Facturado Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,ND,15365218,291075325,397606114
